asset_id,phase,phase_name,category,kind,canvas,grid,cell,pivot,parent,layer,godot_folder,source,audio_prompt,background_policy,ready_prompt
audio_forge_upgrade,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_forge_upgrade.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_forge_upgrade.audio.prompt.txt
audio_hijack_warning,01,Phase 1 — Khan 1 Vertical Slice,audio,audio_brief,,,,center,,,audio/,02-phase-1-khan-1-slice.prompt.md,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_hijack_warning.audio.prompt.txt,audio,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_hijack_warning.audio.prompt.txt
audio_main_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_main_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_main_theme.audio.prompt.txt
audio_menu_loop,01,Phase 1 — Khan 1 Vertical Slice,audio,audio_brief,,,,center,,,audio/,02-phase-1-khan-1-slice.prompt.md,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_menu_loop.audio.prompt.txt,audio,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_menu_loop.audio.prompt.txt
audio_music_damavand_binding_theme,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",audio,audio_brief,,,,center,,,audio/,06-phase-5-damavand-liveops.prompt.md,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_music_damavand_binding_theme.audio.prompt.txt,audio,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_music_damavand_binding_theme.audio.prompt.txt
audio_music_defeat_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_defeat_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_defeat_theme.audio.prompt.txt
audio_music_hunt_zahhak_theme,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",audio,audio_brief,,,,center,,,audio/,06-phase-5-damavand-liveops.prompt.md,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_music_hunt_zahhak_theme.audio.prompt.txt,audio,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_music_hunt_zahhak_theme.audio.prompt.txt
audio_music_khan_01_lion_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_01_lion_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_01_lion_theme.audio.prompt.txt
audio_music_khan_02_desert_thirst,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",audio,audio_brief,,,,center,,,audio/,03-phase-2-khan-02-04.prompt.md,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_02_desert_thirst.audio.prompt.txt,audio,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_02_desert_thirst.audio.prompt.txt
audio_music_khan_02_desert_thirst_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_02_desert_thirst_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_02_desert_thirst_theme.audio.prompt.txt
audio_music_khan_03_azhdaha,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",audio,audio_brief,,,,center,,,audio/,03-phase-2-khan-02-04.prompt.md,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_03_azhdaha.audio.prompt.txt,audio,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_03_azhdaha.audio.prompt.txt
audio_music_khan_03_azhdaha_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_03_azhdaha_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_03_azhdaha_theme.audio.prompt.txt
audio_music_khan_04_sorceress,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",audio,audio_brief,,,,center,,,audio/,03-phase-2-khan-02-04.prompt.md,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_04_sorceress.audio.prompt.txt,audio,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_04_sorceress.audio.prompt.txt
audio_music_khan_04_sorceress_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_04_sorceress_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_04_sorceress_theme.audio.prompt.txt
audio_music_khan_05_olad,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",audio,audio_brief,,,,center,,,audio/,03-phase-2-khan-05-07.prompt.md,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_05_olad.audio.prompt.txt,audio,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_05_olad.audio.prompt.txt
audio_music_khan_05_olad_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_05_olad_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_05_olad_theme.audio.prompt.txt
audio_music_khan_06_arzhang_div,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",audio,audio_brief,,,,center,,,audio/,03-phase-2-khan-05-07.prompt.md,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_06_arzhang_div.audio.prompt.txt,audio,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_06_arzhang_div.audio.prompt.txt
audio_music_khan_06_arzhang_div_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_06_arzhang_div_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_06_arzhang_div_theme.audio.prompt.txt
audio_music_khan_07_div_e_sepid,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",audio,audio_brief,,,,center,,,audio/,03-phase-2-khan-05-07.prompt.md,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_07_div_e_sepid.audio.prompt.txt,audio,prompts_by_phase/phase_02_campaign_expansion/audio/audio_music_khan_07_div_e_sepid.audio.prompt.txt
audio_music_khan_07_div_e_sepid_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_07_div_e_sepid_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_khan_07_div_e_sepid_theme.audio.prompt.txt
audio_music_main_menu_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_main_menu_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_main_menu_theme.audio.prompt.txt
audio_music_pardeh_break_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_pardeh_break_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_pardeh_break_theme.audio.prompt.txt
audio_music_scroll_of_fate_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_scroll_of_fate_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_scroll_of_fate_theme.audio.prompt.txt
audio_music_victory_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_victory_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_victory_theme.audio.prompt.txt
audio_music_world_map_theme,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_world_map_theme.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_music_world_map_theme.audio.prompt.txt
audio_pardeh_break_stinger,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_pardeh_break_stinger.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_pardeh_break_stinger.audio.prompt.txt
audio_sacred_fire_stinger,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_sacred_fire_stinger.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_sacred_fire_stinger.audio.prompt.txt
audio_tutorial_step,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_tutorial_step.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_tutorial_step.audio.prompt.txt
audio_ui_click,01,Phase 1 — Khan 1 Vertical Slice,audio,audio_brief,,,,center,,,audio/,02-phase-1-khan-1-slice.prompt.md,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_ui_click.audio.prompt.txt,audio,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_ui_click.audio.prompt.txt
audio_victory_stinger,01,Phase 1 — Khan 1 Vertical Slice,audio,audio_brief,,,,center,,,audio/,02-phase-1-khan-1-slice.prompt.md,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_victory_stinger.audio.prompt.txt,audio,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_victory_stinger.audio.prompt.txt
audio_wave_start,01,Phase 1 — Khan 1 Vertical Slice,audio,audio_brief,,,,center,,,audio/,02-phase-1-khan-1-slice.prompt.md,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_wave_start.audio.prompt.txt,audio,prompts_by_phase/phase_01_khan_1_vertical_slice/audio/audio_wave_start.audio.prompt.txt
audio_world_map_node_select,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_world_map_node_select.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_world_map_node_select.audio.prompt.txt
audio_zahhak_binding_resistance,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",audio,audio_brief,,,,center,,,audio/,06-phase-5-damavand-liveops.prompt.md,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_binding_resistance.audio.prompt.txt,audio,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_binding_resistance.audio.prompt.txt
audio_zahhak_final_chain_seal,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",audio,audio_brief,,,,center,,,audio/,06-phase-5-damavand-liveops.prompt.md,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_final_chain_seal.audio.prompt.txt,audio,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_final_chain_seal.audio.prompt.txt
audio_zahhak_phase,06,"Phase 6 — Polish, Accessibility, Branding, Audio",audio,audio_brief,,,,center,,,audio/,07-phase-6-polish-accessibility-audio.prompt.md,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_zahhak_phase.audio.prompt.txt,audio,prompts_by_phase/phase_06_polish_accessibility_branding_audio/audio/audio_zahhak_phase.audio.prompt.txt
audio_zahhak_serpent_strike,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",audio,audio_brief,,,,center,,,audio/,06-phase-5-damavand-liveops.prompt.md,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_serpent_strike.audio.prompt.txt,audio,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_serpent_strike.audio.prompt.txt
audio_zahhak_tribute_demand,05,"Phase 5 — Damavand, Zahhak Hunt, Live-Ops",audio,audio_brief,,,,center,,,audio/,06-phase-5-damavand-liveops.prompt.md,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_tribute_demand.audio.prompt.txt,audio,prompts_by_phase/phase_05_damavand_zahhak_liveops/audio/audio_zahhak_tribute_demand.audio.prompt.txt
boss_arzhang_div,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",character,character_base,384x384,1x1,384x384,bottom-center,,,art/characters/,03-phase-2-khan-05-07.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div.green-background-grid.prompt.txt
boss_arzhang_div_defeat,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_defeat.green-background-grid.prompt.txt
boss_arzhang_div_ground_slam,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_ground_slam.green-background-grid.prompt.txt
boss_arzhang_div_idle,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_idle.green-background-grid.prompt.txt
boss_arzhang_div_mace_attack,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_mace_attack.green-background-grid.prompt.txt
boss_arzhang_div_rage,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_rage.green-background-grid.prompt.txt
boss_arzhang_div_summon,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_summon.green-background-grid.prompt.txt
boss_arzhang_div_walk,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_arzhang_div,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_arzhang_div_walk.green-background-grid.prompt.txt
boss_azhdaha,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",character,character_base,384x384,1x1,384x384,bottom-center,,,art/characters/,03-phase-2-khan-02-04.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha.green-background-grid.prompt.txt
boss_azhdaha_bite,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_bite.green-background-grid.prompt.txt
boss_azhdaha_defeat,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_defeat.green-background-grid.prompt.txt
boss_azhdaha_enraged,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_enraged.green-background-grid.prompt.txt
boss_azhdaha_flame_breath,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_flame_breath.green-background-grid.prompt.txt
boss_azhdaha_idle,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_idle.green-background-grid.prompt.txt
boss_azhdaha_rock_emergence,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_rock_emergence.green-background-grid.prompt.txt
boss_azhdaha_slither,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_slither.green-background-grid.prompt.txt
boss_azhdaha_tail_sweep,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,3072x384,8x1,384x384,bottom-center,boss_azhdaha,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_azhdaha_tail_sweep.green-background-grid.prompt.txt
boss_div_e_sepid,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",character,character_base,512x512,1x1,512x512,bottom-center,,,art/characters/,03-phase-2-khan-05-07.prompt.md,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid.green-background-grid.prompt.txt
boss_div_e_sepid_blindness_wave,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,4096x512,8x1,512x512,bottom-center,boss_div_e_sepid,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid_blindness_wave.green-background-grid.prompt.txt
boss_div_e_sepid_claw_attack,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,4096x512,8x1,512x512,bottom-center,boss_div_e_sepid,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid_claw_attack.green-background-grid.prompt.txt
boss_div_e_sepid_crushing_grapple,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,4096x512,8x1,512x512,bottom-center,boss_div_e_sepid,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid_crushing_grapple.green-background-grid.prompt.txt
boss_div_e_sepid_dark_hail,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,4096x512,8x1,512x512,bottom-center,boss_div_e_sepid,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid_dark_hail.green-background-grid.prompt.txt
boss_div_e_sepid_defeat,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,4096x512,8x1,512x512,bottom-center,boss_div_e_sepid,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid_defeat.green-background-grid.prompt.txt
boss_div_e_sepid_enraged,02,"Phase 2 — Campaign Expansion: Khans 2–7, Heroes, Towers",animation,character_animation,4096x512,8x1,512x512,bottom-center,boss_div_e_sepid,,art/characters/,generated_from_parent,,GREEN SPRITE GRID — solid #00FF00 unused regions; no transparency,prompts_by_phase/phase_02_campaign_expansion/green_sprite_grid/boss_div_e_sepid_enraged.green-background-grid.prompt.txt
